Plante;Description;Note;Details;Answer
bleeding heart;bleeding heart est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;La bleeding heart peut être cultivée en extérieur en Ille-et-Vilaine grâce au climat océanique tempéré et l'humidité modérée, mais elle pourrait souffrir des quelques zones fraîches et de la salinité en bord de mer.;[6] - La bleeding heart peut être cultivée en extérieur en Ille-et-Vilaine grâce au climat océanique tempéré et l'humidité modérée, mais elle pourrait souffrir des quelques zones fraîches et de la salinité en bord de mer.
boxwood;boxwood est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;Le boxwood peut être cultivé en extérieur dans l'Ille-et-Vilaine grâce au climat océanique tempéré et les précipitations modérées, mais il pourra souffrir de la lumière filtrée ou tamisée qui est nécessaire à cette plante.;6 - Le boxwood peut être cultivé en extérieur dans l'Ille-et-Vilaine grâce au climat océanique tempéré et les précipitations modérées, mais il pourra souffrir de la lumière filtrée ou tamisée qui est nécessaire à cette plante.
cast-iron plant;cast-iron plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;8;La cast-iron plant est bien adaptée au climat océanique tempéré de l'Ille-et-Vilaine, grâce à ses précipitations modérées et son ensoleillement raisonnable, mais elle pourrait nécessiter une protection contre les zones fraîches des forêts.;8 - La cast-iron plant est bien adaptée au climat océanique tempéré de l'Ille-et-Vilaine, grâce à ses précipitations modérées et son ensoleillement raisonnable, mais elle pourrait nécessiter une protection contre les zones fraîches des forêts.
chamaedorea;chamaedorea est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La chamaedorea peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine grâce à ses capacités à tolérer la modération des précipitations et l'ensoleillement, mais son faible tolerance au sel limite sa culture près des zones côtières.;[6] - La chamaedorea peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine grâce à ses capacités à tolérer la modération des précipitations et l'ensoleillement, mais son faible tolerance au sel limite sa culture près des zones côtières.
Chinese evegreen;Chinese evegreen est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;La Chinese evegreen peut être cultivée en extérieur dans l'Ille-et-Vilaine grâce au climat océanique tempéré et les précipitations modérées, mais elle pourrait souffrir des zones fraîches et de l'humidité présente.;[6] - La Chinese evegreen peut être cultivée en extérieur dans l'Ille-et-Vilaine grâce au climat océanique tempéré et les précipitations modérées, mais elle pourrait souffrir des zones fraîches et de l'humidité présente.
christplant;christplant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;5;Cette plante tropicale est modérément adaptée au climat océanique tempéré de l'Ille-et-Vilaine, grâce à sa tolérance à la sécheresse et son besoin modéré en arrosage, mais elle pourrait souffrir des hivers frais et moins d'ensoleillement que nécessaire.;[5] - Cette plante tropicale est modérément adaptée au climat océanique tempéré de l'Ille-et-Vilaine, grâce à sa tolérance à la sécheresse et son besoin modéré en arrosage, mais elle pourrait souffrir des hivers frais et moins d'ensoleillement que nécessaire.
chrysanthemum;chrysanthemum est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;8;Cette plante est bien adaptée au climat océanique tempéré de l'Ille-et-Vilaine grâce à une humidité modérée et un ensoleillement convenable, mais attention à son besoin en arrosage fréquente qui peut être problématique dans certaines zones.;[8] - Cette plante est bien adaptée au climat océanique tempéré de l'Ille-et-Vilaine grâce à une humidité modérée et un ensoleillement convenable, mais attention à son besoin en arrosage fréquente qui peut être problématique dans certaines zones.
climbing fig;climbing fig est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;8;La climbing fig peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine, grâce à ses capacités à tolérer la sécheresse et à sa facilité d'entretien, mais elle doit être protégée des zones fraîches et arrosée fréquemment.;8 - La climbing fig peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine, grâce à ses capacités à tolérer la sécheresse et à sa facilité d'entretien, mais elle doit être protégée des zones fraîches et arrosée fréquemment.
columnea;columnea est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;La columnea préfère un environnement en plein soleil et tolère bien la sécheresse, ce qui est compatible avec l'ensoleillement modéré et les précipitations modérées de l'Ile-et-Vilaine. Cependant, elle est principalement une plante d'intérieur et pourrait nécessiter des conditions plus contrôlées pour prospérer en extérieur.;6 - La columnea préfère un environnement en plein soleil et tolère bien la sécheresse, ce qui est compatible avec l'ensoleillement modéré et les précipitations modérées de l'Ile-et-Vilaine. Cependant, elle est principalement une plante d'intérieur et pourrait nécessiter des conditions plus contrôlées pour prospérer en extérieur.
croton;croton est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;Le croton peut être cultivé en extérieur dans l'Ille-et-Vilaine, mais son adaptation est modérée. La région offre un climat océanique tempéré favorable pour la plante, avec une humidité suffisante et un ensoleillement modéré, mais le croton ne tolère pas bien la sécheresse, ce qui pourrait poser problème pendant les périodes plus sèches.;[6] - Le croton peut être cultivé en extérieur dans l'Ille-et-Vilaine, mais son adaptation est modérée. La région offre un climat océanique tempéré favorable pour la plante, avec une humidité suffisante et un ensoleillement modéré, mais le croton ne tolère pas bien la sécheresse, ce qui pourrait poser problème pendant les périodes plus sèches.
"cryptanthus,""cryptanthus est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle possède des épines, ce qui nécessite de la prudence. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.""";;5;Le climat océanique tempéré de l'Ille-et-Vilaine convient à la cryptanthus grâce à son humidité modérée et ses précipitations régulières, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.;[5] - Le climat océanique tempéré de l'Ille-et-Vilaine convient à la cryptanthus grâce à son humidité modérée et ses précipitations régulières, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.
cuphea;cuphea est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante annuelle.;8;La cuphea est bien adaptée au climat océanique tempéré de l'Ille-et-Vilaine, avec suffisamment de précipitations et une humidité modérée. Son tolérance à la sécheresse et sa préférence pour le plein soleil en font une plante compatible avec cette région.;8 - La cuphea est bien adaptée au climat océanique tempéré de l'Ille-et-Vilaine, avec suffisamment de précipitations et une humidité modérée. Son tolérance à la sécheresse et sa préférence pour le plein soleil en font une plante compatible avec cette région.
cyclamen;cyclamen est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;Le cyclamen préfère un climat océanique tempéré et des précipitations modérées, ce qui correspond bien aux conditions de l'Ille-et-Vilaine. Cependant, son intolerance à la sécheresse et au sel limite sa culture en extérieur dans cette région.;6 - Le cyclamen préfère un climat océanique tempéré et des précipitations modérées, ce qui correspond bien aux conditions de l'Ille-et-Vilaine. Cependant, son intolerance à la sécheresse et au sel limite sa culture en extérieur dans cette région.
cymbalaria;cymbalaria est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;8;La cymbalaria est bien adaptée au climat océanique tempéré de l'Ile-et-Vilaine grâce à ses précipitations modérées et son humidité stable, bien que l'ensoleillement soit modéré. Cependant, elle pourrait souffrir des zones fraîches et de la salinité en bord de mer.;8 - La cymbalaria est bien adaptée au climat océanique tempéré de l'Ile-et-Vilaine grâce à ses précipitations modérées et son humidité stable, bien que l'ensoleillement soit modéré. Cependant, elle pourrait souffrir des zones fraîches et de la salinité en bord de mer.
delta maidenhair fern;delta maidenhair fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante vivace.;8;La delta maidenhair fern s'adapte bien au climat océanique tempéré de l'Ille-et-Vilaine, avec une humidité suffisante et un ensoleillement modéré, mais elle pourrait nécessiter une protection contre les zones fraîches et la salinité en bord de mer.;8 - La delta maidenhair fern s'adapte bien au climat océanique tempéré de l'Ille-et-Vilaine, avec une humidité suffisante et un ensoleillement modéré, mais elle pourrait nécessiter une protection contre les zones fraîches et la salinité en bord de mer.
"desert rose,""desert rose est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle possède des épines, ce qui nécessite de la prudence. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.""";;8;La desert rose tolère bien la sécheresse et l'ensoleillement modéré du climat océanique tempéré de l'Ille-et-Vilaine, mais l'humidité présente peut nécessiter une attention particulière pour éviter les excès d'eau.;8 - La desert rose tolère bien la sécheresse et l'ensoleillement modéré du climat océanique tempéré de l'Ille-et-Vilaine, mais l'humidité présente peut nécessiter une attention particulière pour éviter les excès d'eau.
dracaena;dracaena est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la dracaena, mais l'humidité et l'ensoleillement modérés peuvent nécessiter des ajustements pour sa culture en extérieur.;[6] - Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la dracaena, mais l'humidité et l'ensoleillement modérés peuvent nécessiter des ajustements pour sa culture en extérieur.
dragontree;dragontree est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;Cette plante tolère bien la sécheresse et préfère le plein soleil, ce qui est compatible avec le climat océanique tempéré de l'Ille-et-Vilaine. Cependant, elle pourrait souffrir des précipitations modérées et de l'humidité présente dans cette région.;[6] - Cette plante tolère bien la sécheresse et préfère le plein soleil, ce qui est compatible avec le climat océanique tempéré de l'Ille-et-Vilaine. Cependant, elle pourrait souffrir des précipitations modérées et de l'humidité présente dans cette région.
dumb cane;dumb cane est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;La dumb cane préfère un climat tropical et ne tolère pas bien la sécheresse, ce qui peut poser problème dans l'Ille-et-Vilaine où le climat est océanique tempéré avec des précipitations modérées.;6 - La dumb cane préfère un climat tropical et ne tolère pas bien la sécheresse, ce qui peut poser problème dans l'Ille-et-Vilaine où le climat est océanique tempéré avec des précipitations modérées.
elephant's ear;elephant's ear est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;4;Cette plante tropicale n'est pas idéale pour l'Ille-et-Vilaine car elle ne tolère pas bien la sécheresse et le climat océanique tempéré peut être trop froid pour elle.;[4] - Cette plante tropicale n'est pas idéale pour l'Ille-et-Vilaine car elle ne tolère pas bien la sécheresse et le climat océanique tempéré peut être trop froid pour elle.
fiddle-leaf fig;fiddle-leaf fig est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;5;La fiddle-leaf fig est mal adaptée aux hivers froids de l'Ille-et-Vilaine et peut souffrir du climat océanique tempéré, bien que les précipitations modérées puissent convenir.;[5] - La fiddle-leaf fig est mal adaptée aux hivers froids de l'Ille-et-Vilaine et peut souffrir du climat océanique tempéré, bien que les précipitations modérées puissent convenir.
fig;fig est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la fig, mais son manque de tolérance à la sécheresse et sa faible tolérance au sel limitent sa compatibilité.;[6] - Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la fig, mais son manque de tolérance à la sécheresse et sa faible tolérance au sel limitent sa compatibilité.
firecracker flower;firecracker flower est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;La firecracker flower peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine, mais elle tolère mal la sécheresse, ce qui est un inconvénient dans cette région aux précipitations modérées.;[6] - La firecracker flower peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine, mais elle tolère mal la sécheresse, ce qui est un inconvénient dans cette région aux précipitations modérées.
"flame violet,""flame violet est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle possède des épines, ce qui nécessite de la prudence. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.""";;6;Le climat océanique tempéré de l'Ille-et-Vilaine convient partiellement au flame violet, mais l'humidité et la salinité peuvent poser des problèmes malgré la tolérance à la sécheresse.;6 - Le climat océanique tempéré de l'Ille-et-Vilaine convient partiellement au flame violet, mais l'humidité et la salinité peuvent poser des problèmes malgré la tolérance à la sécheresse.
flowering-maple;flowering-maple est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;8;Cette plante est bien adaptée au climat océanique tempéré de l'Ille-et-Vilaine grâce à sa tolérance à la fraîcheur et son besoin modéré en arrosage, mais pourrait souffrir de l'humidité plus élevée de certaines zones.;[8] - Cette plante est bien adaptée au climat océanique tempéré de l'Ille-et-Vilaine grâce à sa tolérance à la fraîcheur et son besoin modéré en arrosage, mais pourrait souffrir de l'humidité plus élevée de certaines zones.
