Plante;Description;Note;Details;Answer
elephant's ear;elephant's ear est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;Le climat océanique humide des Côtes-d'Armor est favorable pour l'elephant's ear grâce à son humidité élevée et ses précipitations abondantes, mais la salinité présente sur le littoral et les températures plus fraîches peuvent poser des défis.;7 - Le climat océanique humide des Côtes-d'Armor est favorable pour l'elephant's ear grâce à son humidité élevée et ses précipitations abondantes, mais la salinité présente sur le littoral et les températures plus fraîches peuvent poser des défis.
fiddle-leaf fig;fiddle-leaf fig est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Ce climat océanique humide des Côtes-d'Armor est favorable pour la fiddle-leaf fig grâce à une humidité élevée et des précipitations abondantes, mais l'ensoleillement modéré et la salinité sur le littoral exposé aux embruns limitent sa compatibilité.;[6] - Ce climat océanique humide des Côtes-d'Armor est favorable pour la fiddle-leaf fig grâce à une humidité élevée et des précipitations abondantes, mais l'ensoleillement modéré et la salinité sur le littoral exposé aux embruns limitent sa compatibilité.
fig;fig est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;Ce climat océanique humide des Côtes-d'Armor convient partiellement à la fig, grâce à son ensoleillement modéré et ses précipitations abondantes, mais l'humidité élevée et la salinité sur le littoral sont défavorables pour une plante peu tolérante au sel.;[6] - Ce climat océanique humide des Côtes-d'Armor convient partiellement à la fig, grâce à son ensoleillement modéré et ses précipitations abondantes, mais l'humidité élevée et la salinité sur le littoral sont défavorables pour une plante peu tolérante au sel.
firecracker flower;firecracker flower est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;La firecracker flower peut s’adapter au climat océanique humide des Côtes-d'Armor grâce à son arrosage modéré et sa tolérance à l'humidité, mais elle pourrait souffrir de la salinité présente sur le littoral exposé aux embruns.;[6] - La firecracker flower peut s’adapter au climat océanique humide des Côtes-d'Armor grâce à son arrosage modéré et sa tolérance à l'humidité, mais elle pourrait souffrir de la salinité présente sur le littoral exposé aux embruns.
"flame violet,""flame violet est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle possède des épines, ce qui nécessite de la prudence. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.""";;7;Le climat océanique humide des Côtes-d'Armor convient à la flame violet grâce à son humidité élevée et ses précipitations abondantes, mais l'ensoleillement modéré et la salinité du littoral peuvent poser des défis.;7 - Le climat océanique humide des Côtes-d'Armor convient à la flame violet grâce à son humidité élevée et ses précipitations abondantes, mais l'ensoleillement modéré et la salinité du littoral peuvent poser des défis.
flowering-maple;flowering-maple est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;Le flowering-maple peut être cultivé en extérieur dans les Côtes-d’Armor grâce au climat océanique humide qui offre une humidité favorable, mais l'exposition modérée au soleil et la présence de zones ombragées peuvent limiter sa floraison.;[6] - Le flowering-maple peut être cultivé en extérieur dans les Côtes-d’Armor grâce au climat océanique humide qui offre une humidité favorable, mais l'exposition modérée au soleil et la présence de zones ombragées peuvent limiter sa floraison.
fragrant dracaena;fragrant dracaena est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;4;Cette plante tropicale tolère bien la sécheresse mais est peu tolérante au sel et préfère un climat plus chaud et humide que celui océanique des Côtes-d'Armor.;[4] - Cette plante tropicale tolère bien la sécheresse mais est peu tolérante au sel et préfère un climat plus chaud et humide que celui océanique des Côtes-d'Armor.
"giant elephant's ear,""giant elephant's ear est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle possède des épines, ce qui nécessite de la prudence. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.""";;5;"""Le climat océanique humide des Côtes-d'Armor convient à la giant elephant's ear grâce à son humidité élevée et ses précipitations abondantes, mais l'exposition aux embruns salins et les zones ombragées peuvent être défavorables.""";"[5] - ""Le climat océanique humide des Côtes-d'Armor convient à la giant elephant's ear grâce à son humidité élevée et ses précipitations abondantes, mais l'exposition aux embruns salins et les zones ombragées peuvent être défavorables."""
golden pothos;golden pothos est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;5;Le golden pothos est adapté au climat océanique humide des Côtes-d'Armor grâce à son besoin modéré en lumière et sa tolérance à l'humidité, mais la présence de salinité sur le littoral et les températures plus fraîches peuvent poser problème.;5 - Le golden pothos est adapté au climat océanique humide des Côtes-d'Armor grâce à son besoin modéré en lumière et sa tolérance à l'humidité, mais la présence de salinité sur le littoral et les températures plus fraîches peuvent poser problème.
hot water plant;hot water plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;5;La hot water plant est adaptée au climat océanique humide des Côtes-d'Armor grâce à son arrosage modéré et sa tolérance à la haute humidité, mais elle peut souffrir de la salinité du littoral exposé aux embruns.;5 - La hot water plant est adaptée au climat océanique humide des Côtes-d'Armor grâce à son arrosage modéré et sa tolérance à la haute humidité, mais elle peut souffrir de la salinité du littoral exposé aux embruns.
hybrid tuberous begonia;hybrid tuberous begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;3;Cette plante est peu adaptée aux Côtes-d'Armor en raison de sa sensibilité à la salinité et de son besoin en arrosage modéré, bien que le climat océanique humide soit favorable en termes d'humidité.;3 - Cette plante est peu adaptée aux Côtes-d'Armor en raison de sa sensibilité à la salinité et de son besoin en arrosage modéré, bien que le climat océanique humide soit favorable en termes d'humidité.
India rubber plant;India rubber plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Le climat océanique humide des Côtes-d'Armor convient à l'India rubber plant pour son humidité élevée et ses précipitations abondantes, mais la salinité du littoral et l'ensoleillement modéré rendent l'environnement partiellement incompatible.;6 - Le climat océanique humide des Côtes-d'Armor convient à l'India rubber plant pour son humidité élevée et ses précipitations abondantes, mais la salinité du littoral et l'ensoleillement modéré rendent l'environnement partiellement incompatible.
Indian rubberplant;Indian rubberplant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;8;L'Indian rubberplant peut être cultivée en extérieur dans les Côtes-d'Armor grâce au climat océanique humide et modéré, mais elle pourrait souffrir de la salinité du littoral exposé aux embruns.;8 - L'Indian rubberplant peut être cultivée en extérieur dans les Côtes-d'Armor grâce au climat océanique humide et modéré, mais elle pourrait souffrir de la salinité du littoral exposé aux embruns.
iron cross begonia;iron cross begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;5;Cette plante est modérément adaptée aux Côtes-d'Armor en raison de son climat océanique humide, qui correspond à ses besoins en humidité, mais elle peut souffrir de la salinité présente sur le littoral et de l'ensoleillement modéré.;[5] - Cette plante est modérément adaptée aux Côtes-d'Armor en raison de son climat océanique humide, qui correspond à ses besoins en humidité, mais elle peut souffrir de la salinité présente sur le littoral et de l'ensoleillement modéré.
Jacob's coat;Jacob's coat est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;Le climat océanique humide des Côtes-d'Armor est favorable pour Jacob's coat grâce à son humidité élevée et ses précipitations abondantes, mais l'exposition modérée au soleil et la salinité sur le littoral peuvent poser des défis.;7 - Le climat océanique humide des Côtes-d'Armor est favorable pour Jacob's coat grâce à son humidité élevée et ses précipitations abondantes, mais l'exposition modérée au soleil et la salinité sur le littoral peuvent poser des défis.
jade plant;jade plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;Ce département a un climat océanique humide et modéré ensoleillement qui convient partiellement au jade plant, mais la forte humidité et la salinité côtière peuvent poser des problèmes.;[6] - Ce département a un climat océanique humide et modéré ensoleillement qui convient partiellement au jade plant, mais la forte humidité et la salinité côtière peuvent poser des problèmes.
Japanese holly fern;Japanese holly fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;Cette plante est modérément adaptée au climat océanique humide des Côtes-d'Armor, grâce à son tolerance à la sécheresse et ses besoins en humidité élevés. Cependant, sa faible tolérance au sel limite sa culture en bord de mer exposé aux embruns.;[6] - Cette plante est modérément adaptée au climat océanique humide des Côtes-d'Armor, grâce à son tolerance à la sécheresse et ses besoins en humidité élevés. Cependant, sa faible tolérance au sel limite sa culture en bord de mer exposé aux embruns.
Japanese painted fern;Japanese painted fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Le climat océanique humide des Côtes-d'Armor convient à la Japanese painted fern grâce à son humidité élevée et ses précipitations abondantes, mais l'ensoleillement modéré et la salinité sur le littoral exposent cette plante non tolérante au sel à des conditions défavorables.;[6] - Le climat océanique humide des Côtes-d'Armor convient à la Japanese painted fern grâce à son humidité élevée et ses précipitations abondantes, mais l'ensoleillement modéré et la salinité sur le littoral exposent cette plante non tolérante au sel à des conditions défavorables.
jewel plant;jewel plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;7;La jewel plant est adaptée au climat océanique humide des Côtes-d'Armor grâce à l'abondance de précipitations et la forte humidité, mais son intolerance à la sécheresse et sa sensibilité aux environnements salins limitent sa compatibilité.;7 - La jewel plant est adaptée au climat océanique humide des Côtes-d'Armor grâce à l'abondance de précipitations et la forte humidité, mais son intolerance à la sécheresse et sa sensibilité aux environnements salins limitent sa compatibilité.
Joseph's coat;Joseph's coat est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;7;La Joseph's coat préfère un climat océanique humide comme celui des Côtes-d'Armor, mais elle n'est pas adaptée aux zones ombragées et nécessite un ensoleillement modéré pour prospérer.;7 - La Joseph's coat préfère un climat océanique humide comme celui des Côtes-d'Armor, mais elle n'est pas adaptée aux zones ombragées et nécessite un ensoleillement modéré pour prospérer.
lipstick plant;lipstick plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La lipstick plant peut tolérer la pluviométrie et l'humidité des Côtes-d'Armor, mais sa préférence pour un ensoleillement plus important et son intolérance au sel limitent sa compatibilité.;[6] - La lipstick plant peut tolérer la pluviométrie et l'humidité des Côtes-d'Armor, mais sa préférence pour un ensoleillement plus important et son intolérance au sel limitent sa compatibilité.
maidenhair fern;maidenhair fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La maidenhair fern est adaptée au climat océanique humide des Côtes-d'Armor grâce à sa tolérance à l'humidité et son besoin modéré de lumière, mais la salinité du littoral et la sensibilité à la sécheresse sont des facteurs limitants.;6 - La maidenhair fern est adaptée au climat océanique humide des Côtes-d'Armor grâce à sa tolérance à l'humidité et son besoin modéré de lumière, mais la salinité du littoral et la sensibilité à la sécheresse sont des facteurs limitants.
meyer lemon;meyer lemon est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;Le meyer lemon peut s'adapter au climat océanique humide des Côtes-d'Armor grâce à sa tolérance à la sécheresse et son besoin modéré en ensoleillement, mais la forte humidité et la salinité sur le littoral sont des factors défavorables.;7 - Le meyer lemon peut s'adapter au climat océanique humide des Côtes-d'Armor grâce à sa tolérance à la sécheresse et son besoin modéré en ensoleillement, mais la forte humidité et la salinité sur le littoral sont des factors défavorables.
Natal lily;Natal lily est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;5;La Natal lily peut être cultivée en extérieur dans les Côtes-d'Armor grâce au climat océanique humide, mais la salinité présente sur le littoral et l'ensoleillement modéré ne sont pas idéales pour cette plante qui tolère bien la sécheresse mais est peu tolérante au sel.;[5] - La Natal lily peut être cultivée en extérieur dans les Côtes-d'Armor grâce au climat océanique humide, mais la salinité présente sur le littoral et l'ensoleillement modéré ne sont pas idéales pour cette plante qui tolère bien la sécheresse mais est peu tolérante au sel.
Nerve Plant;Nerve Plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante herbacée vivace.;6;Le Nerve Plant peut s'adapter au climat océanique humide des Côtes-d'Armor grâce à son arrosage modéré et sa tolérance à la forte humidité, mais la salinité sur le littoral et ses faibles résistances à la sécheresse posent des défis.;6 - Le Nerve Plant peut s'adapter au climat océanique humide des Côtes-d'Armor grâce à son arrosage modéré et sa tolérance à la forte humidité, mais la salinité sur le littoral et ses faibles résistances à la sécheresse posent des défis.
onion;onion est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;La plante onion peut s'adapter au climat océanique humide des Côtes-d'Armor grâce aux précipitations abondantes et à la forte humidité, mais l'ensoleillement modéré et les zones ombragées peuvent poser problème pour sa croissance optimale.;[6] - La plante onion peut s'adapter au climat océanique humide des Côtes-d'Armor grâce aux précipitations abondantes et à la forte humidité, mais l'ensoleillement modéré et les zones ombragées peuvent poser problème pour sa croissance optimale.
orchid;orchid est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;Cette orchidée est modérément adaptée aux Côtes-d'Armor en raison du climat océanique humide et de l'ensoleillement modéré, mais elle peut souffrir de la salinité côtière et des précipitations abondantes.;[6] - Cette orchidée est modérément adaptée aux Côtes-d'Armor en raison du climat océanique humide et de l'ensoleillement modéré, mais elle peut souffrir de la salinité côtière et des précipitations abondantes.
ornamental pepper;ornamental pepper est une plante d'intérieur tempérée idéale pour divers environnements.  Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Le climat océanique humide des Côtes-d'Armor convient à l'orchid, mais la salinité et le faible ensoleillement modéré rendent la culture moins favorable.;[6] - Le climat océanique humide des Côtes-d'Armor convient à l'orchid, mais la salinité et le faible ensoleillement modéré rendent la culture moins favorable.
parlor palm;parlor palm est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;La parlor palm tolère la faible luminosité et l'humidité élevée des Côtes-d'Armor, mais sa sensibilité au sel et les températures fraîches peuvent poser problème.;[6] - La parlor palm tolère la faible luminosité et l'humidité élevée des Côtes-d'Armor, mais sa sensibilité au sel et les températures fraîches peuvent poser problème.
peacock plant;peacock plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;5;Le peacock plant n'est pas adapté au climat océanique humide des Côtes-d'Armor en raison de la forte humidité et de la salinité présente, même si l'ensoleillement modéré est acceptable.;5 - Le peacock plant n'est pas adapté au climat océanique humide des Côtes-d'Armor en raison de la forte humidité et de la salinité présente, même si l'ensoleillement modéré est acceptable.
Persian violet;Persian violet est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante annuelle.;7;Le climat océanique humide des Côtes-d'Armor est favorable pour la Persian violet grâce à l'humidité et aux précipitations abondantes, mais l'ensoleillement modéré et la présence de salinité sur le littoral peuvent poser des défis.;7 - Le climat océanique humide des Côtes-d'Armor est favorable pour la Persian violet grâce à l'humidité et aux précipitations abondantes, mais l'ensoleillement modéré et la présence de salinité sur le littoral peuvent poser des défis.
Philippine evergreen;Philippine evergreen est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;7;La Philippine evergreen peut s'adapter au climat océanique humide des Côtes-d'Armor grâce à sa tolérance à la forte humidité et aux précipitations abondantes, mais l'ensoleillement modéré et la salinité sur le littoral peuvent limiter sa croissance.;7 - La Philippine evergreen peut s'adapter au climat océanique humide des Côtes-d'Armor grâce à sa tolérance à la forte humidité et aux précipitations abondantes, mais l'ensoleillement modéré et la salinité sur le littoral peuvent limiter sa croissance.
poinsettia;poinsettia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante vivace.;3;La poinsettia est mal adaptée aux Côtes-d'Armor en raison de l'humidité élevée et de la salinité présente sur le littoral, qui ne sont pas favorables à cette plante.;[3] - La poinsettia est mal adaptée aux Côtes-d'Armor en raison de l'humidité élevée et de la salinité présente sur le littoral, qui ne sont pas favorables à cette plante.
ponytail palm;ponytail palm est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La ponytail palm tolère la forte humidité et l'ensoleillement modéré des Côtes-d'Armor, mais la salinité sur le littoral et les zones ombragées peuvent poser problème.;[6] - La ponytail palm tolère la forte humidité et l'ensoleillement modéré des Côtes-d'Armor, mais la salinité sur le littoral et les zones ombragées peuvent poser problème.
pothos;pothos est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;5;Cette plante est adaptée au climat océanique humide des Côtes-d'Armor grâce à l'humidité et aux précipitations abondantes, mais la salinité sur le littoral et les températures fraîches peuvent poser problème.;[5] - Cette plante est adaptée au climat océanique humide des Côtes-d'Armor grâce à l'humidité et aux précipitations abondantes, mais la salinité sur le littoral et les températures fraîches peuvent poser problème.
rabbit's foot fern;rabbit's foot fern est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;5;Le rabbit's foot fern est mal adapté au climat océanique humide des Côtes-d'Armor en raison de sa sensibilité à la sécheresse et son faible tolérance au sel, malgré un ensoleillement modéré et une humidité élevée.;[5] - Le rabbit's foot fern est mal adapté au climat océanique humide des Côtes-d'Armor en raison de sa sensibilité à la sécheresse et son faible tolérance au sel, malgré un ensoleillement modéré et une humidité élevée.
